x,y,z,nx,ny,nz,label
-1.5099,-0.9511,0.9521,0.49289499999999997,-0.687523,0.5332600000000001,4
0.3367,-1.0338,-0.1466,-0.811553,-0.44548699999999997,-0.378051,3
-1.5076,-0.9511,0.95,0.535438,-0.6131439999999999,0.5808270000000001,4
0.3401,-1.0131,-0.1673,-0.917386,-0.133399,-0.374977,3
-1.4685,-0.9105,0.95,0.472933,-0.537222,0.698375,4
0.3445,-1.0338,-0.1673,-0.806816,-0.45203000000000004,-0.380416,3
0.373,-0.9541,-0.1053,-0.116935,0.9469780000000001,-0.299265,3
0.373,-0.9511,-0.0992,-0.128397,0.875533,-0.46578500000000006,3
0.3937,-0.9511,-0.1052,-0.186007,0.936068,-0.298626,3
0.3937,-0.9511,-0.1053,-0.02371,0.956317,-0.29136799999999996,3
0.3938,-0.9511,-0.1053,-0.13230999999999998,0.874125,-0.467333,3
-1.4478,-0.8891,0.9497,0.418521,-0.067978,0.905659,0
-1.4478,-0.8684,0.9411,0.284646,0.57301,0.768528,0
0.3937,-0.9648,-0.1259,0.21130300000000002,0.9764430000000001,-0.04371,0
-1.4478,-0.9097,0.9374,0.44382299999999997,-0.5562229999999999,0.702593,4
0.4144,-0.9511,-0.1087,-0.195616,0.7514390000000001,-0.630138,3
0.4144,-0.9692,-0.1259,0.01123,0.756445,-0.653961,3
-1.4892,-0.9511,0.9327,0.518307,-0.605824,0.6036020000000001,4
-1.4685,-0.9304,0.9335,0.497726,-0.5567300000000001,0.665072,4
0.4351,-0.9571,-0.1259,-0.5810810000000001,0.5642159999999999,-0.5865199999999999,3
0.4351,-0.9511,-0.1206,-0.586359,0.563756,-0.581689,3
0.4406,-0.9511,-0.1259,-0.97154,0.18215699999999999,-0.151424,3
-1.4478,-0.9176,0.9293,0.47660699999999995,-0.6307520000000001,0.61237,4
-1.4633,-0.9304,0.9293,0.5181979999999999,-0.57615,0.632078,4
-1.4685,-0.9358,0.9293,0.528602,-0.549273,0.647209,4
-1.4854,-0.9511,0.9293,0.503413,-0.628731,0.592683,4
0.3937,-0.9511,-0.1414,0.467606,0.292743,0.8340540000000001,3
-1.4478,-0.9304,0.9166,0.532351,-0.570254,0.62563,4
0.4011,-0.9511,-0.1466,0.521525,-0.23330900000000002,0.8207180000000001,3
0.4007,-0.9634,-0.1359,0.582489,0.771163,0.256932,3
0.4144,-0.9718,-0.1279,0.17024,0.700263,-0.693289,3
-1.4685,-0.9511,0.9157,0.504664,-0.621255,0.599463,4
0.3927,-0.9718,-0.1466,0.9758530000000001,0.10063899999999999,0.193863,3
0.3937,-0.9718,-0.137,0.6922229999999999,0.648173,-0.317331,3
0.3937,-0.9765,-0.1466,0.766297,0.6326609999999999,0.11193099999999999,3
0.4144,-0.992,-0.1466,0.23819400000000002,0.969484,-0.058013,3
0.3937,-0.9718,-0.1494,0.8102020000000001,0.069523,0.582012,3
0.3937,-0.9634,-0.1466,0.678338,-0.268379,0.6839810000000001,3
0.4144,-0.9718,-0.1652,0.36759400000000003,0.129424,0.9209370000000001,3
0.4144,-0.9511,-0.156,0.296808,-0.528153,0.795588,3
0.4351,-0.9718,-0.135,-0.526126,0.441589,-0.726767,3
0.4427,-0.9718,-0.1466,-0.996669,0.076869,-0.027239,3
0.4451,-0.9511,-0.1466,-0.999432,-0.033602,-0.002408,3
0.4323,-0.9924,-0.1466,0.336673,0.810569,-0.479196,3
0.4383,-0.9924,-0.1466,-0.864024,0.129579,-0.48648900000000006,3
0.4351,-0.9924,-0.1441,-0.422108,0.31833,-0.848817,3
0.4351,-0.9718,-0.1659,-0.32706,-0.119271,0.9374469999999999,3
0.4351,-0.9511,-0.1577,-0.41492700000000005,-0.413991,0.810214,3
0.4351,-0.975,-0.1673,-0.6208739999999999,-0.6092810000000001,0.493246,3
0.4229,-0.9825,-0.1582,0.279486,0.490313,0.825518,3
0.4497,-0.9924,-0.1673,-0.785979,-0.59604,-0.164234,3
0.4127,-0.9924,-0.1673,0.942257,0.052736,0.33071300000000003,3
0.4144,-0.9924,-0.1484,0.7358319999999999,0.589281,-0.33361599999999997,3
0.4144,-1.0031,-0.1673,0.9407989999999999,0.329759,0.078457,3
0.4351,-0.9978,-0.1466,-0.41821,0.266356,-0.8684209999999999,3
0.4558,-1.0015,-0.1673,-0.755344,-0.47366,-0.45288199999999995,3
0.4558,-1.0131,-0.1588,-0.651343,-0.193856,-0.7336020000000001,3
0.4351,-1.0131,-0.1513,-0.327273,0.277475,-0.903272,3
0.4871,-0.8891,-0.0639,-0.757787,0.388227,0.5244409999999999,3
0.4972,-0.8891,-0.0509,-0.711695,0.360002,0.603232,3
0.4972,-0.8684,-0.0592,-0.76753,0.116344,0.630366,3
0.4935,-0.8684,-0.0639,-0.779096,0.070583,0.6229180000000001,3
0.4725,-0.9097,-0.0639,-0.627361,0.756992,0.182704,3
0.4765,-0.9097,-0.05,-0.565623,0.798392,0.20649699999999999,3
0.4765,-0.9053,-0.0639,-0.787034,0.542691,0.293365,3
0.4972,-0.8972,-0.0432,-0.6220359999999999,0.653998,0.430533,3
0.4793,-0.9097,-0.0432,-0.44986800000000005,0.8660329999999999,0.21818600000000002,3
0.4729,-0.8891,-0.0846,-0.76605,0.095433,0.6356569999999999,3
0.4765,-0.8891,-0.0794,-0.814077,0.277196,0.5103340000000001,3
0.4765,-0.87,-0.0846,-0.745887,0.11547,0.655987,3
0.4766,-0.8684,-0.0846,-0.741662,0.021209,0.670438,3
0.4664,-0.9097,-0.0846,-0.839635,0.44505200000000006,0.31135300000000005,3
-1.4478,-0.9392,0.9086,0.5514479999999999,-0.577483,0.602012,4
-1.4603,-0.9511,0.9086,0.49463100000000004,-0.674165,0.548491,4
0.5112,-0.8684,-0.0432,-0.7511220000000001,0.14974500000000002,0.6429560000000001,3
0.5042,-0.8891,-0.0432,-0.734224,0.424908,0.5294989999999999,3
0.4558,-0.92,-0.0639,-0.389979,0.917178,-0.08186399999999999,3
0.4558,-0.9188,-0.0432,-0.23918000000000003,0.9701549999999999,0.039908,3
0.4765,-0.9111,-0.0432,-0.393953,0.9065540000000001,0.151526,3
0.4558,-0.9239,-0.0846,-0.7406189999999999,0.6603899999999999,-0.123971,3
0.4765,-0.8684,-0.0847,-0.670458,-0.0014210000000000002,0.741946,3
0.4558,-0.8684,-0.103,-0.641583,-0.021301,0.7667579999999999,3
0.4558,-0.8891,-0.104,-0.711892,-0.110023,0.693617,3
0.4597,-0.9097,-0.1053,-0.981663,0.013887,0.190117,3
0.4558,-0.8939,-0.1053,-0.729672,-0.147579,0.667682,3
0.4558,-0.9097,-0.111,-0.6548390000000001,-0.26771500000000004,0.7067640000000001,3
0.4626,-0.9304,-0.1053,-0.9290139999999999,0.360415,0.083869,3
0.4558,-0.9304,-0.0961,-0.6283810000000001,0.6584800000000001,-0.414175,3
0.4558,-0.9339,-0.1053,-0.411059,0.910051,-0.053274,3
0.4558,-0.9304,-0.1191,-0.6631020000000001,0.56513,0.49083999999999994,3
0.3277,-0.8891,-0.188,-0.9002600000000001,-0.252933,-0.35434,3
0.3215,-0.8891,-0.1673,-0.933456,-0.285666,-0.21692199999999998,3
0.323,-0.8684,-0.188,-0.8947209999999999,-0.135752,-0.425494,3
0.3148,-0.8684,-0.1673,-0.9285450000000001,-0.238154,-0.284758,3
0.3316,-0.9007,-0.188,-0.8471200000000001,-0.304175,-0.43573599999999996,3
0.3316,-0.9097,-0.1807,-0.906242,-0.30392199999999997,-0.293864,3
0.3283,-0.9097,-0.1673,-0.9189299999999999,-0.391271,-0.049746,3
0.3316,-0.8684,-0.2012,-0.779455,-0.05947,-0.623629,3
0.3316,-0.8891,-0.1959,-0.819219,-0.237103,-0.52217,3
0.335,-0.9097,-0.188,-0.845561,-0.267257,-0.46216899999999994,3
0.3418,-0.8891,-0.2087,-0.664205,-0.17763099999999998,-0.72614,3
0.3399,-0.8684,-0.2087,-0.5700689999999999,-0.0054280000000000005,-0.8215790000000001,3
0.3481,-0.9097,-0.2087,-0.739433,-0.17614100000000002,-0.649779,3
0.3316,-0.9174,-0.1673,-0.9094709999999999,-0.411292,-0.060841,3
0.3403,-0.9304,-0.188,-0.909392,-0.229212,-0.347085,3
0.3385,-0.9304,-0.1673,-0.882959,-0.432429,0.182723,3
0.3436,-0.9511,-0.188,-0.963369,-0.141298,-0.227936,3
0.3517,-0.9304,-0.2087,-0.767022,-0.11634100000000001,-0.630985,3
0.3523,-0.9349,-0.2087,-0.72959,-0.105649,-0.675676,3
0.3523,-0.9511,-0.2062,-0.7898729999999999,-0.140335,-0.5969979999999999,3
0.355,-0.9511,-0.2087,-0.6183069999999999,-0.127615,-0.775507,3
0.3523,-0.9097,-0.2123,-0.595758,-0.07979299999999999,-0.799191,3
0.3523,-0.9304,-0.2093,-0.634273,-0.10653499999999999,-0.765734,3
0.373,-0.9304,-0.2234,-0.50088,-0.083255,-0.861503,3
0.373,-0.9097,-0.2242,-0.4316,-0.020002000000000002,-0.9018430000000001,3
0.373,-0.9511,-0.221,-0.497792,-0.115658,-0.85955,3
0.3864,-0.9304,-0.2294,-0.398485,-0.04579,-0.9160309999999999,3
0.3868,-0.9097,-0.2294,-0.350594,0.028687,-0.9360879999999999,3
-1.379,-0.8891,0.9707,-0.8961370000000001,0.279699,0.344538,4
0.3901,-0.9511,-0.2294,-0.423095,-0.10371400000000001,-0.9001299999999999,3
-1.3734,-0.9097,0.9707,-0.8682200000000001,-0.41989,0.26436,4
0.3937,-0.9097,-0.2318,-0.363638,0.036775999999999996,-0.9308139999999999,3
0.3937,-0.9304,-0.2325,-0.43124399999999996,0.003144,-0.90223,3
-1.3983,-0.8891,0.95,-0.7181310000000001,-0.064006,0.692959,4
-1.3857,-0.8891,0.9613,-0.704137,0.068971,0.7067060000000001,4
-1.3857,-0.8695,0.95,-0.5215890000000001,0.63422,0.57071,4
0.4144,-0.9097,-0.2408,-0.387207,0.101341,-0.9164059999999999,3
0.4144,-0.9304,-0.244,-0.48440600000000006,0.071323,-0.8719309999999999,3
0.3937,-0.9511,-0.2311,-0.479238,-0.103353,-0.8715790000000001,3
-1.3857,-0.9072,0.95,-0.711221,-0.542913,0.446553,4
0.4144,-0.9511,-0.2442,-0.548886,-0.132706,-0.8252959999999999,3
-1.3829,-0.9097,0.95,-0.7017909999999999,-0.62632,0.339429,4
0.3472,-0.9718,-0.188,-0.9614010000000001,-0.024771,-0.274035,3
0.3447,-0.9924,-0.188,-0.9408989999999999,0.0007509999999999999,-0.338687,3
0.3523,-0.9718,-0.1994,-0.8663860000000001,-0.02963,-0.49849499999999997,3
0.3601,-0.9718,-0.2087,-0.649163,-0.042086,-0.759484,3
0.3523,-0.9924,-0.2036,-0.81203,-0.032444,-0.582713,3
0.3571,-0.9924,-0.2087,-0.6056600000000001,-0.168378,-0.777704,3
-1.365,-0.9269,0.9707,-0.86879,-0.468218,0.161172,4
0.3485,-1.0131,-0.188,-0.8753860000000001,-0.211788,-0.43456300000000003,3
0.3523,-1.0257,-0.188,-0.79951,-0.264922,-0.5390739999999999,3
0.3523,-1.0338,-0.1835,-0.733731,-0.5352939999999999,-0.41844899999999996,3
-1.3664,-0.9304,0.95,-0.755568,-0.590951,0.282657,4
-1.365,-0.9304,0.9572,-0.8566809999999999,-0.494381,0.147258,4
0.3553,-1.0338,-0.188,-0.614635,-0.54095,-0.574105,3
-1.365,-0.9323,0.95,-0.815357,-0.530436,0.23201300000000002,4
0.3523,-1.0131,-0.1944,-0.727643,-0.28237199999999996,-0.625141,3
-1.4271,-0.8891,0.9409,0.162982,-0.193931,0.967382,4
-1.4271,-0.8684,0.9353,0.100886,0.5434720000000001,0.8333430000000001,0
-1.4064,-0.8891,0.9441,-0.35583200000000004,-0.261998,0.897073,4
0.3713,-1.0131,-0.2087,-0.532784,-0.337167,-0.776183,3
-1.4271,-0.9067,0.9293,0.076578,-0.760274,0.645073,4
-1.4353,-0.9097,0.9293,0.386092,-0.675277,0.628437,4
-1.4064,-0.9079,0.9293,-0.15883699999999998,-0.711183,0.684828,4
0.373,-1.0338,-0.2016,-0.560227,-0.469808,-0.682221,3
0.373,-0.9718,-0.2179,-0.43189099999999997,-0.12016900000000001,-0.893885,3
0.373,-0.9924,-0.2177,-0.43981800000000004,-0.068244,-0.895491,3
0.4144,-0.9924,-0.1701,0.912069,-0.027578,0.409109,3
0.4144,-0.9822,-0.1673,0.655126,-0.527562,0.540822,3
-1.4271,-0.9097,0.924,0.11691300000000002,-0.8345940000000001,0.538315,4
0.4351,-0.9878,-0.188,-0.10471,-0.8888510000000001,0.446071,3
0.4222,-0.9924,-0.188,0.5972770000000001,-0.646922,0.47408,3
0.4462,-0.9924,-0.188,-0.41603,-0.875296,0.24652800000000002,3
-1.4064,-0.9097,0.9261,-0.169327,-0.849208,0.500174,4
0.4351,-0.9924,-0.1959,-0.061916,-0.931047,0.359609,3
0.3937,-1.0111,-0.2087,1.0,0.0,0.0,3
0.3937,-1.0131,-0.2071,0.730575,-0.682833,0.0,4
0.3937,-1.0131,-0.2087,0.730575,-0.682833,0.0,3
-1.4019,-0.9097,0.9293,-0.435229,-0.692409,0.5754520000000001,4
-1.3857,-0.9097,0.9459,-0.653626,-0.618108,0.43671000000000004,4
0.373,-1.0145,-0.2087,0.067478,-0.9977209999999999,0.0,3
0.4161,-1.003,-0.1759,0.9617530000000001,0.070403,0.264716,3
0.4168,-1.0131,-0.1673,0.9820610000000001,0.177517,-0.063596,3
0.4558,-0.9985,-0.188,-0.6906140000000001,-0.7231479999999999,0.010439,3
-1.4271,-0.9211,0.9086,0.284223,-0.713411,0.640517,4
-1.4387,-0.9304,0.9086,0.502842,-0.613749,0.6086550000000001,4
0.4144,-1.0131,-0.1745,0.9425180000000001,0.11383099999999999,-0.31417,3
0.4193,-1.0338,-0.1673,0.9425180000000001,0.11383099999999999,-0.31417,3
-1.4064,-0.9207,0.9086,-0.249678,-0.7831229999999999,0.569543,4
0.4351,-0.9958,-0.2087,-0.23673899999999998,-0.9708549999999999,0.037358999999999996,3
0.4144,-0.999,-0.2087,0.149785,-0.956356,0.250893,3
-1.3857,-0.9204,0.9293,-0.539432,-0.698163,0.470725,4
0.4558,-1.0038,-0.2087,-0.523999,-0.833385,0.175767,3
-1.3751,-0.9304,0.9293,-0.69706,-0.604892,0.38498499999999997,4
-1.365,-0.9435,0.9293,-0.799505,-0.523169,0.295103,4
0.3937,-0.9611,-0.2294,-0.44068900000000005,-0.190406,-0.877233,3
0.3937,-0.9718,-0.2271,-0.36542199999999997,-0.222046,-0.90397,3
0.4,-0.9718,-0.2294,-0.400932,-0.325527,-0.8563209999999999,3
-1.3908,-0.9304,0.9086,-0.500065,-0.7343109999999999,0.459046,4
-1.3857,-0.9304,0.9151,-0.585204,-0.6731729999999999,0.45207700000000006,4
0.3937,-0.9924,-0.2214,-0.304027,-0.170712,-0.937243,3
-1.3857,-0.9348,0.9086,-0.6339640000000001,-0.679806,0.368719,4
-1.3682,-0.9511,0.9086,-0.5744020000000001,-0.803656,0.15556,4
-1.365,-0.9511,0.9179,-0.751373,-0.5726899999999999,0.327818,4
0.4144,-0.9718,-0.2379,-0.550261,-0.36075,-0.753042,3
0.4144,-0.983,-0.2294,-0.507157,-0.65462,-0.560592,3
-1.365,-0.9542,0.9086,-0.664775,-0.739873,-0.10325899999999999,4
-1.4271,-0.9304,0.9002,0.255024,-0.68903,0.678381,4
0.4324,-0.9924,-0.2294,-0.359011,-0.885661,-0.294473,3
0.4144,-0.9924,-0.2189,-0.23673200000000003,-0.882759,-0.405825,3
-1.4064,-0.9304,0.8968,-0.178532,-0.769048,0.6137520000000001,4
0.4266,-0.9718,-0.2501,-0.659377,-0.377658,-0.650075,3
-1.4271,-0.943,0.8879,0.30867,-0.680446,0.664618,4
-1.4388,-0.9511,0.8879,0.54684,-0.508152,0.665393,4
-1.4478,-0.9511,0.8965,0.55586,-0.556212,0.617776,4
-1.4064,-0.9381,0.8879,0.014505,-0.738067,0.674571,4
0.4351,-0.9843,-0.2501,-0.5633130000000001,-0.639526,-0.523148,3
0.4351,-0.9924,-0.2337,-0.446455,-0.8283719999999999,-0.338346,3
-1.4271,-0.9511,0.8792,0.337186,-0.5631189999999999,0.754455,4
-1.4064,-0.9511,0.8735,0.10215700000000001,-0.767355,0.633033,4
-1.3857,-0.9458,0.8879,-0.36625,-0.8346819999999999,0.4113,4
-1.3716,-0.9511,0.8879,-0.297469,-0.944365,0.14031,4
0.4351,-0.9939,-0.2294,-0.471474,-0.8818799999999999,3.3e-05,3
-1.3857,-0.9511,0.8713,-0.132349,-0.95306,0.272323,4
0.4558,-1.008,-0.2294,-0.6542640000000001,-0.741164,0.150381,3
-1.365,-0.9486,0.8465,0.369962,-0.914499,0.163766,4
-1.365,-0.947,0.8672,0.29070999999999997,-0.952051,0.09532,4
-1.3694,-0.9511,0.8465,0.450978,-0.8586940000000001,0.24344000000000002,4
-1.3812,-0.9511,0.8672,0.350015,-0.894647,0.277663,4
-1.365,-0.9511,0.8404,0.49244799999999994,-0.786327,0.373076,4
-1.365,-0.9534,0.8879,-0.42117200000000005,-0.905909,0.044077,4
-1.3857,-0.9525,0.8672,0.08116799999999999,-0.9007700000000001,0.426645,4
0.472,-1.0131,-0.188,-0.737633,-0.674233,-0.036149,3
0.4634,-1.0131,-0.1673,-0.744116,-0.5526409999999999,-0.375339,3
0.4765,-1.0206,-0.188,-0.866216,-0.49933599999999995,0.018278,3
0.4685,-1.0131,-0.2087,-0.734954,-0.653456,0.18121500000000001,3
0.4765,-1.0246,-0.2087,-0.832933,-0.510946,0.21249899999999997,3
0.4811,-1.0338,-0.2087,-0.90794,-0.39659099999999997,0.135502,3
0.4831,-1.0338,-0.188,-0.9506879999999999,-0.296234,0.09185399999999999,3
0.4603,-1.0131,-0.2294,-0.748168,-0.613102,0.253676,3
0.475,-1.0338,-0.2294,-0.824457,-0.49225699999999994,0.279202,3
0.4765,-1.0338,-0.2251,-0.834834,-0.47730600000000006,0.274283,3
0.4682,-1.0338,-0.2501,-0.84603,-0.485299,0.22072199999999997,3
-1.4064,-0.9567,0.8672,0.241823,-0.791652,0.561078,4
-1.3757,-0.9518,0.8771,-0.23666199999999998,-0.9496680000000001,0.205237,4
-0.0408,1.2341,-1.5122,-0.571224,-0.612628,0.546251,2
-0.0408,1.2422,-1.5035,-0.659778,-0.49077200000000004,0.5690649999999999,2
-0.0489,1.2422,-1.5122,-0.63826,-0.461529,0.616129,2
-0.0615,1.2334,-1.5329,-0.584316,-0.551756,0.595096,2
-0.0615,1.2422,-1.5252,-0.667497,-0.402422,0.626502,2
-0.0685,1.2422,-1.5329,-0.718611,-0.360579,0.594627,2
-1.3857,-0.9616,0.8465,0.40426100000000004,-0.815866,0.413443,4
-1.4064,-0.9714,0.8465,0.24610300000000002,-0.816821,0.521764,4
-0.0476,1.2215,-1.5329,-0.496511,-0.641997,0.584224,2
-0.0408,1.2215,-1.5269,-0.549942,-0.6348659999999999,0.542687,2
-1.4064,-0.9718,0.8458,0.263151,-0.8739610000000001,0.408588,4
-1.3857,-0.9718,0.8269,0.391144,-0.8440040000000001,0.366965,4
-0.0408,1.2163,-1.5329,-0.527098,-0.647018,0.55094,2
-0.0822,1.2371,-1.5536,-0.7491949999999999,-0.43727299999999997,0.497493,2
-0.0822,1.2422,-1.55,-0.7817350000000001,-0.28515,0.554599,2
-0.0845,1.2422,-1.5536,-0.809409,-0.293259,0.508779,2
-1.365,-0.9592,0.8258,0.49881499999999995,-0.773662,0.39068,4
-1.3848,-0.9718,0.8258,0.43802700000000006,-0.8387180000000001,0.32355,4
-0.083,1.2215,-1.5743,-0.728608,-0.542243,0.41845299999999996,2
-0.0822,1.2215,-1.5727,-0.70657,-0.577062,0.409584,2
-0.0973,1.2422,-1.5743,-0.771429,-0.388236,0.504154,2
-1.3857,-0.9722,0.8258,0.338762,-0.8904989999999999,0.303731,4
-1.4064,-0.9788,0.8258,0.24129899999999999,-0.92675,0.287941,4
-0.0822,1.2205,-1.5743,-0.682509,-0.593109,0.427087,2
-0.0715,1.2215,-1.5536,-0.637811,-0.576433,0.5108050000000001,2
