x,y,z,nx,ny,nz,label
0.3661,-1.2408,-0.8915,-0.841658,-0.06172999999999999,0.536471,3
0.373,-1.2408,-0.8842,-0.752147,-0.24965199999999999,0.609876,3
0.3948,-0.7027,-0.1466,-0.757092,0.13158399999999998,-0.6399199999999999,3
0.364,-1.22,-0.9122,-0.8782399999999999,0.287443,0.382194,3
0.4144,-0.6821,-0.1655,-0.765915,0.125302,-0.630614,3
0.3548,-1.2408,-0.9122,-0.949807,-0.036389,0.310712,3
0.4126,-0.7027,-0.1673,-0.737441,0.072399,-0.67152,3
0.4144,-0.6914,-0.1673,-0.722446,0.128912,-0.679304,3
0.373,-1.2543,-0.8915,-0.60487,-0.47709399999999996,0.637584,3
-0.3512,-0.7332,0.0396,0.343957,0.694593,-0.63185,4
0.3633,-1.2615,-0.9122,-0.781801,-0.47321899999999995,0.406018,3
0.373,-1.2615,-0.8987,-0.5730890000000001,-0.601216,0.556874,3
0.373,-1.2731,-0.9122,-0.638308,-0.58918,0.495409,3
-0.3305,-0.7234,0.0586,0.302153,0.603088,-0.7382340000000001,4
-0.3338,-0.7441,0.0396,0.33577399999999996,0.734009,-0.590328,4
-0.3305,-0.7441,0.0409,0.130607,0.7128720000000001,-0.689025,4
0.3912,-1.22,-0.8501,-0.5746479999999999,-0.488138,0.656888,3
0.3937,-1.22,-0.8487,-0.380592,-0.543583,0.748109,3
0.4144,-1.22,-0.8392,-0.409366,-0.538779,0.7362989999999999,3
-0.3249,-0.7234,0.0603,0.182096,0.743627,-0.64332,4
-0.3098,-0.7234,0.0631,-0.005707,0.888382,-0.45906899999999995,4
0.4162,-0.6821,-0.1673,-0.693796,0.11867799999999999,-0.710325,3
0.3937,-1.2216,-0.8501,-0.359036,-0.618054,0.6993590000000001,3
0.4144,-1.233,-0.8501,-0.411412,-0.599212,0.686793,3
0.5286,-0.558,-0.0846,-0.45964499999999997,0.377892,0.8036939999999999,4
0.5385,-0.558,-0.0782,-0.48697399999999996,0.315469,0.814455,4
0.5385,-0.5447,-0.0846,-0.524406,0.36845100000000003,0.767621,4
0.5094,-0.5786,-0.0846,-0.377186,0.254076,0.8906040000000001,4
0.5178,-0.5786,-0.0806,-0.417968,0.27108899999999997,0.867072,4
0.5178,-0.5689,-0.0846,-0.363686,0.37456300000000003,0.8528979999999999,4
0.3751,-1.22,-0.8708,-0.833516,-0.279323,0.47668599999999994,3
0.5385,-0.5786,-0.0705,-0.44015200000000004,0.27313899999999997,0.8553719999999999,4
0.3888,-1.2408,-0.8708,-0.503406,-0.546339,0.6694,3
0.3937,-1.2408,-0.8677,-0.387843,-0.614096,0.6873600000000001,3
0.497,-0.5993,-0.0846,-0.291392,0.282509,0.9139360000000001,3
0.4972,-0.5993,-0.0845,-0.392104,0.312406,0.86525,4
0.4972,-0.5991,-0.0846,-0.32650999999999997,0.289932,0.8996280000000001,4
0.4144,-1.2408,-0.857,-0.488375,-0.558954,0.6701199999999999,3
0.4633,-0.62,-0.0846,-0.190886,0.12754400000000002,0.973291,3
0.4765,-0.62,-0.0823,-0.14485499999999998,0.21084299999999997,0.966728,3
0.4765,-0.6128,-0.0846,-0.11892,0.279616,0.9527190000000001,3
0.3937,-1.2444,-0.8708,-0.383425,-0.618962,0.685472,3
0.4972,-0.62,-0.0797,-0.24201599999999998,0.17866700000000002,0.95368,3
0.4144,-1.2552,-0.8708,-0.485788,-0.626905,0.6090979999999999,3
0.5178,-0.5993,-0.0761,-0.38745,0.199041,0.9001469999999999,3
0.5385,-0.5993,-0.0655,-0.437212,0.123918,0.8907799999999999,3
0.5178,-0.62,-0.0746,-0.368186,0.14522000000000002,0.918341,3
0.5385,-0.62,-0.064,-0.478738,0.164235,0.86246,3
0.3828,-1.2615,-0.8915,-0.404621,-0.6154850000000001,0.676358,3
0.3937,-1.2615,-0.8865,-0.339149,-0.649763,0.680284,3
0.5667,-0.558,-0.0639,-0.384621,0.261313,0.885315,4
0.5799,-0.558,-0.0585,-0.377265,0.21154499999999998,0.9016209999999999,4
0.4144,-1.2615,-0.8767,-0.41417600000000004,-0.6351180000000001,0.651984,3
0.5512,-0.5786,-0.0639,-0.44043699999999997,0.244171,0.863942,4
0.5592,-0.5786,-0.0599,-0.399356,0.245383,0.8833469999999999,4
0.5592,-0.5675,-0.0639,-0.408375,0.304137,0.860657,4
0.3937,-1.2664,-0.8915,-0.306505,-0.667691,0.678412,3
0.4144,-1.2761,-0.8915,-0.390721,-0.6451979999999999,0.65655,3
0.5799,-0.5786,-0.0515,-0.362009,0.290389,0.88579,4
0.5592,-0.558,-0.0671,-0.416469,0.273671,0.8669819999999999,4
0.3833,-1.2822,-0.9122,-0.451272,-0.598645,0.661799,3
0.3937,-1.2822,-0.9065,-0.330748,-0.637848,0.695526,3
-0.2965,-0.7234,0.0603,-0.155229,0.9351729999999999,-0.318365,0
-0.2891,-0.7214,0.0603,-0.228735,0.966219,-0.118744,0
0.6006,-0.558,-0.0506,-0.32712199999999997,0.22030999999999998,0.918942,4
-0.3098,-0.7253,0.0603,-0.13405999999999998,0.813774,-0.565508,4
0.6213,-0.558,-0.0443,-0.657104,0.093415,0.7479899999999999,4
0.6006,-0.5786,-0.0436,-0.333007,0.30053,0.893749,4
-0.2891,-0.7234,0.0533,-0.352459,0.892818,-0.280443,4
0.6213,-0.5615,-0.0432,-0.621534,0.2483,0.742996,4
0.6017,-0.5786,-0.0432,-0.355821,0.352298,0.865608,4
-0.3136,-0.7441,0.0396,-0.123294,0.790018,-0.600558,4
-0.3098,-0.7427,0.0396,-0.38397600000000004,0.7545270000000001,-0.5322140000000001,4
0.4611,-0.6407,-0.0846,-0.310659,0.034704,0.949888,3
0.4765,-0.6407,-0.0798,-0.187136,0.08062899999999999,0.9790200000000001,3
0.4972,-0.6407,-0.0774,-0.23576,0.10677400000000001,0.9659280000000001,3
-0.2891,-0.729,0.0396,-0.472841,0.7618159999999999,-0.44278500000000004,4
0.4571,-0.6614,-0.0846,-0.30940500000000004,0.100603,0.945594,3
0.4765,-0.6614,-0.0787,-0.238742,0.079059,0.967859,3
-0.3305,-0.7451,0.0396,0.098349,0.8245680000000001,-0.557149,4
0.4972,-0.6614,-0.0745,-0.340383,0.143569,0.929262,3
0.4765,-0.6821,-0.0775,-0.259296,0.055344000000000004,0.964211,3
-0.3512,-0.7441,0.0245,0.404098,0.8089930000000001,-0.42688999999999994,4
-0.3558,-0.7441,0.0189,0.40878600000000004,0.8929729999999999,-0.188394,0
0.4972,-0.6821,-0.0711,-0.39319699999999996,0.094329,0.914603,3
0.4765,-0.7027,-0.0779,-0.357094,-0.053864999999999996,0.932514,3
0.4972,-0.7027,-0.0689,-0.495642,0.099048,0.8628600000000001,3
0.4765,-0.558,-0.0972,-0.045722000000000006,0.462683,0.885344,4
-0.3098,-0.7441,0.0372,-0.400744,0.7514810000000001,-0.5241,4
0.4765,-0.5473,-0.1053,-0.133713,0.620845,0.7724449999999999,4
0.4144,-1.2822,-0.8973,-0.482525,-0.53682,0.692094,3
0.4972,-0.558,-0.0955,-0.20801,0.390305,0.8968799999999999,4
0.4972,-0.5392,-0.1053,-0.24082399999999998,0.504045,0.8294229999999999,4
0.3937,-1.2891,-0.9122,-0.36629,-0.567294,0.73757,3
0.4765,-0.5786,-0.0936,-0.054100999999999996,0.207804,0.9766729999999999,3
0.4972,-0.5786,-0.0896,-0.267484,0.23476599999999997,0.934525,3
0.4138,-1.3029,-0.9122,-0.395667,-0.471341,0.788216,3
0.4144,-1.3029,-0.9119,-0.573387,-0.400401,0.714777,3
0.4144,-1.3036,-0.9122,-0.587866,-0.307172,0.748371,3
0.4465,-1.3442,-0.8915,-0.543197,-0.48740200000000006,0.683649,3
0.4558,-1.3442,-0.8831,-0.700006,-0.42338100000000006,0.5751,3
0.4408,-1.3235,-0.8915,-0.6904520000000001,-0.22491599999999998,0.687524,3
0.4558,-1.3235,-0.8726,-0.792413,-0.242956,0.559512,3
0.4558,-1.3526,-0.8915,-0.5529390000000001,-0.6012529999999999,0.5768479999999999,3
-0.2891,-0.7441,0.0218,-0.417393,0.6649079999999999,-0.6194189999999999,4
0.4247,-1.3442,-0.9122,-0.780655,-0.388732,0.48935200000000006,3
0.4351,-1.3442,-0.8992,-0.6555529999999999,-0.309931,0.688617,3
0.4351,-1.3235,-0.8974,-0.7244470000000001,-0.169899,0.6680649999999999,3
0.5178,-0.558,-0.0903,-0.323225,0.43653500000000006,0.839621,4
0.4211,-1.3235,-0.9122,-0.726614,-0.21033400000000002,0.654058,3
-0.3512,-0.7467,0.0189,0.569411,0.775957,-0.271407,4
0.4351,-1.3565,-0.9122,-0.563765,-0.657975,0.499238,3
0.4765,-0.5993,-0.0895,-0.104957,0.242294,0.9645090000000001,3
0.4473,-1.3649,-0.9122,-0.53159,-0.644113,0.550028,3
0.4558,-1.3649,-0.9049,-0.571724,-0.600394,0.55916,3
0.3109,-1.2023,-0.9329,-0.117404,-0.605857,0.786863,3
0.3316,-1.2056,-0.9329,0.013177000000000001,-0.314266,0.9492430000000001,3
0.3104,-1.22,-0.9536,-0.202652,-0.8518889999999999,0.482925,3
0.3109,-1.22,-0.9535,-0.277962,-0.704508,0.652997,3
0.3316,-1.22,-0.9396,-0.42436999999999997,-0.428625,0.797615,3
0.3109,-1.2201,-0.9536,-0.423196,-0.690765,0.5863010000000001,3
0.4649,-0.558,-0.1673,-0.759466,0.440213,-0.478983,4
0.3279,-1.2408,-0.9536,-0.670967,-0.581804,0.459682,3
0.3316,-1.2408,-0.9494,-0.641741,-0.494958,0.58582,3
0.3528,-1.22,-0.9329,-0.671393,0.149927,0.725777,3
0.3532,-1.2408,-0.9329,-0.8701620000000001,-0.093556,0.483804,3
0.3523,-1.22,-0.9331,-0.31148000000000003,-0.060091,0.948351,3
0.3688,-0.7441,-0.0846,-0.712072,0.172953,0.680471,4
0.373,-0.7441,-0.0818,-0.09291100000000001,0.080362,0.992426,4
0.373,-0.7376,-0.0846,-0.510695,0.464513,0.723476,4
0.3523,-1.2408,-0.9342,-0.68582,-0.2028,0.6989449999999999,3
0.3693,-0.7648,-0.0846,-0.651334,0.202273,0.731334,4
0.373,-0.7648,-0.0833,-0.14363900000000002,0.005945000000000001,0.989612,3
-0.3305,-0.7573,0.0189,0.252298,0.7678010000000001,-0.588921,4
0.3316,-1.2438,-0.9536,-0.661615,-0.656833,0.361713,3
0.3568,-0.7855,-0.0846,-0.359352,0.26721500000000004,0.894126,4
0.373,-0.7855,-0.0813,0.015019,0.064485,0.997806,3
0.3575,-1.2615,-0.9329,-0.867532,-0.262817,0.422274,3
0.3937,-0.7088,-0.0846,-0.135704,-0.153612,0.978769,3
0.3623,-1.2822,-0.9329,-0.705766,-0.306607,0.63866,3
0.373,-1.2822,-0.9208,-0.6402220000000001,-0.45838900000000005,0.616437,3
0.3937,-0.7392,-0.0846,0.27363899999999997,0.072065,0.9591290000000001,3
0.3937,-0.7441,-0.0842,0.31205,-0.020404,0.9498469999999999,3
-0.3305,-0.7648,0.0124,0.364216,0.399654,-0.8412040000000001,4
0.3944,-0.7441,-0.0846,0.49884300000000004,-0.018775,0.866489,3
0.3472,-1.2615,-0.9536,-0.846253,-0.32918400000000003,0.418919,3
0.3523,-1.2615,-0.9441,-0.8251430000000001,-0.24033200000000002,0.511253,3
-0.3305,-0.7855,0.0066,0.496229,0.156708,-0.853932,4
0.3461,-1.2822,-0.9536,-0.948419,-0.173102,0.265588,3
0.3523,-1.2822,-0.9437,-0.786369,-0.204592,0.5828949999999999,3
0.2998,-1.22,-0.9743,-0.547424,-0.834376,0.06436599999999999,3
-0.3098,-0.7578,0.0189,-0.23934699999999998,0.666298,-0.70623,4
0.3109,-1.2294,-0.9743,-0.655039,-0.680979,0.3274,3
-0.2891,-0.7474,0.0189,-0.382079,0.5721510000000001,-0.725713,4
0.3201,-1.2408,-0.9743,-0.69717,-0.573543,0.43011800000000006,3
-0.3098,-0.7648,0.0145,-0.096817,0.45196000000000003,-0.886768,4
-0.2891,-0.7648,0.0066,-0.44805600000000007,0.39277199999999995,-0.803104,4
0.4558,-0.7042,-0.0846,-0.274331,-0.202529,0.940066,3
0.2962,-1.22,-0.995,-0.8584290000000001,-0.360455,0.364927,3
0.2914,-1.1993,-0.995,-0.9707020000000001,-0.22509099999999999,0.084095,3
0.3937,-0.7473,-0.0846,0.396572,-0.10684500000000001,0.9117649999999999,3
0.3893,-0.7648,-0.0846,0.309568,-0.05495800000000001,0.9492879999999999,3
0.3023,-1.2408,-0.995,-0.425835,-0.206817,0.8808469999999999,3
0.3109,-1.2408,-0.9882,-0.706125,-0.411096,0.57653,3
0.3867,-0.7855,-0.0846,0.315811,-0.018813,0.948636,3
0.3316,-1.2548,-0.9743,-0.7262350000000001,-0.55986,0.398924,3
0.3282,-0.8062,-0.0846,-0.7694380000000001,0.032507999999999995,0.637893,4
0.3316,-0.8062,-0.0822,-0.351035,0.028429000000000003,0.935931,4
0.3316,-0.7964,-0.0846,-0.483709,0.573943,0.660768,4
0.3316,-0.8194,-0.0846,-0.516949,-0.229787,0.8245979999999999,4
0.3109,-1.2509,-0.995,-0.467645,-0.407039,0.784619,3
0.3523,-0.8062,-0.0801,-0.037464,-0.025679,0.9989680000000001,4
0.3523,-0.7897,-0.0846,-0.203775,0.40821799999999997,0.88985,4
0.3202,-1.2615,-0.995,-0.5606979999999999,-0.43000900000000003,0.707608,3
0.3316,-1.2615,-0.9819,-0.746478,-0.43133699999999997,0.506674,3
0.373,-0.8062,-0.0803,0.067483,-0.030108,0.997266,3
0.3316,-1.281,-0.995,-0.680796,-0.348166,0.6444350000000001,3
0.3523,-0.8268,-0.0846,-0.004333,-0.218556,0.975815,4
0.3361,-1.2615,-0.9743,-0.803578,-0.385923,0.453128,3
0.373,-0.8184,-0.0846,0.21046900000000002,-0.325691,0.921753,3
0.3425,-1.2822,-0.9743,-0.893526,-0.274469,0.35535700000000003,3
0.3846,-0.8062,-0.0846,0.370207,-0.157305,0.9155340000000001,3
0.3322,-1.2822,-0.995,-0.726399,-0.369327,0.579605,3
0.373,-0.7234,-0.1053,-0.951158,0.308704,0.0,3
0.373,-0.7234,-0.1036,-0.846676,0.34180900000000003,0.407806,4
0.373,-1.2985,-0.9329,-0.591015,-0.46941099999999997,0.656014,3
-0.3098,-0.7855,0.0091,-0.138765,0.272514,-0.9520930000000001,4
0.3631,-0.7441,-0.1053,-0.950923,0.3082,-0.02754,3
0.3523,-1.3029,-0.9536,-0.898122,-0.425299,0.111795,3
0.3523,-1.3029,-0.9535,-0.813117,-0.40473200000000004,0.41836899999999994,3
0.373,-0.7234,-0.1061,-0.935219,0.28651,-0.20803400000000002,3
0.373,-0.7441,-0.1232,-0.847844,0.195132,-0.49303500000000006,3
0.373,-1.3029,-0.9364,-0.61974,-0.41240299999999996,0.667717,3
-0.2891,-0.7855,-0.0006,-0.470017,0.289971,-0.833667,4
0.3592,-0.7648,-0.1053,-0.922889,0.345084,-0.17085999999999998,3
0.3671,-1.3235,-0.9536,-0.8023520000000001,-0.349576,0.48376499999999995,3
0.373,-1.3235,-0.9476,-0.549575,-0.327153,0.768725,3
-0.2684,-0.7148,0.0603,-0.283779,0.9581350000000001,0.038044999999999995,0
0.3714,-1.3442,-0.9536,-0.795335,-0.33655300000000005,0.504157,3
0.373,-1.3442,-0.9519,-0.577811,-0.30295700000000003,0.7578600000000001,3
-0.2477,-0.7111,0.0603,-0.032856,0.939627,0.34062,0
0.373,-1.3466,-0.9536,-0.574489,-0.601238,0.555405,3
0.3488,-1.3029,-0.9743,-0.9266629999999999,-0.31836,0.19985899999999998,3
-0.2811,-0.7234,0.0396,-0.5278079999999999,0.8270069999999999,-0.19359200000000001,4
-0.2684,-0.7139,0.0396,-0.62683,0.776051,0.069488,4
0.3523,-1.3115,-0.9743,-0.8804879999999999,-0.38046199999999997,0.28282199999999996,3
0.3569,-1.3235,-0.9743,-0.8743209999999999,-0.304571,0.377887,3
0.3429,-1.3029,-0.995,-0.833625,-0.35754600000000003,0.42098800000000003,3
-0.227,-0.7176,0.0603,0.32254099999999997,0.868447,0.376519,0
-0.227,-0.7222,0.081,0.330298,0.812674,0.480066,0
0.3495,-1.3235,-0.995,-0.9255,-0.17818599999999998,0.334216,3
0.3523,-1.3235,-0.9866,-0.904742,-0.247741,0.346505,3
-0.225,-0.7234,0.081,0.545114,0.676022,0.495827,0
-0.2135,-0.7234,0.0603,0.40523000000000003,0.752292,0.519466,0
0.3634,-1.3442,-0.9743,-0.8215610000000001,-0.395021,0.411091,3
-0.2063,-0.7441,0.0784,0.578816,0.5368109999999999,0.613845,0
-0.2063,-0.7264,0.0603,0.298348,0.678067,0.671724,0
-0.2082,-0.7441,0.081,0.6184529999999999,0.33265100000000003,0.7119409999999999,0
0.373,-1.358,-0.9743,-0.61563,-0.653304,0.440675,3
0.3515,-1.3442,-0.995,-0.908625,-0.23023200000000002,0.348416,3
0.3523,-1.3442,-0.9935,-0.8708809999999999,-0.21628200000000003,0.44134799999999996,3
-0.227,-0.7035,0.0396,0.150068,0.782523,0.604266,0
-0.2063,-0.7095,0.0396,0.25358200000000003,0.733698,0.630383,0
-0.2063,-0.7234,0.0561,0.28332199999999996,0.7461720000000001,0.602459,0
0.3523,-1.3461,-0.995,-0.8402370000000001,-0.386941,0.37984,3
-0.2063,-0.7497,0.081,0.638297,0.11601500000000001,0.760998,0
0.3639,-1.3649,-0.995,-0.7369100000000001,-0.30240900000000004,0.604576,3
0.373,-1.3649,-0.9837,-0.629233,-0.5168520000000001,0.5804560000000001,3
-0.2148,-0.7855,0.081,0.589896,-0.48918,0.642437,4
-0.2063,-0.7855,0.0724,0.5743050000000001,-0.581782,0.575937,4
-0.2063,-0.768,0.081,0.641195,-0.23917199999999997,0.729154,4
-0.2723,-0.7234,0.0189,-0.7830229999999999,0.509886,-0.356217,4
-0.2684,-0.7149,0.0189,-0.922592,0.372425,-0.100615,4
0.3769,-1.3029,-0.9329,-0.519682,-0.44998,0.726256,3
0.3937,-1.3029,-0.9225,-0.458334,-0.475865,0.750654,3
0.3937,-1.3194,-0.9329,-0.45693500000000004,-0.449788,0.7673989999999999,3
-0.2852,-0.7441,0.0189,-0.580062,0.5083989999999999,-0.636443,4
0.3978,-1.3235,-0.9329,-0.470107,-0.423677,0.7742720000000001,3
0.4144,-1.3235,-0.9199,-0.662851,-0.33401,0.6701239999999999,3
-0.2684,-0.7234,0.0096,-0.933792,0.170771,-0.31443499999999996,4
0.3402,-0.7855,-0.1053,-0.43096899999999994,0.901683,-0.03511,4
0.3523,-0.7855,-0.0888,-0.588953,0.656561,0.471235,4
0.3523,-0.779,-0.1053,-0.625568,0.759808,-0.177075,3
-0.2684,-0.7441,0.002,-0.8125319999999999,0.237868,-0.532175,4
0.3937,-1.3235,-0.9351,-0.459741,-0.371015,0.806837,3
0.3718,-0.7648,-0.1259,-0.747297,0.20339000000000002,-0.632598,3
0.373,-0.7581,-0.1259,-0.79119,0.12153399999999999,-0.5993729999999999,3
0.3523,-0.7855,-0.12,-0.351073,0.83339,-0.426859,3
0.4144,-1.3414,-0.9329,-0.598666,-0.499359,0.62629,3
0.3937,-1.3442,-0.9431,-0.35743600000000003,-0.465653,0.8095720000000001,3
0.3631,-0.7855,-0.1259,-0.45544700000000005,0.654224,-0.603788,3
0.4144,-1.3442,-0.9352,-0.445117,-0.562625,0.696652,3
0.373,-0.7648,-0.1273,-0.733471,0.149348,-0.6631100000000001,3
0.3937,-1.3575,-0.9536,-0.39056,-0.696239,0.6022569999999999,3
0.373,-0.7855,-0.1323,-0.625911,0.322746,-0.709979,3
0.3937,-0.7234,-0.0853,-0.138415,0.165597,0.976432,3
0.4144,-0.7234,-0.091,0.205145,-0.176809,0.9626290000000001,3
0.4144,-0.7441,-0.0962,0.378683,-0.14635,0.913882,3
0.379,-0.7234,-0.1259,-0.875798,0.116057,-0.468517,3
0.3751,-0.7441,-0.1259,-0.766609,0.129684,-0.628883,3
0.4351,-0.7234,-0.0942,-0.028327999999999996,-0.322182,0.946254,3
0.4106,-1.3649,-0.9536,-0.365573,-0.577567,0.729913,3
0.4144,-1.3649,-0.9515,-0.551171,-0.472764,0.6875359999999999,3
0.4558,-0.7234,-0.0893,-0.24990700000000002,-0.264798,0.931358,3
0.4167,-1.3442,-0.9329,-0.684268,-0.5506489999999999,0.47808199999999995,3
0.4351,-0.7441,-0.102,-0.019115,-0.143009,0.9895370000000001,3
0.433,-1.3649,-0.9329,-0.679441,-0.47958599999999996,0.5553,3
0.4351,-1.3649,-0.9292,-0.693796,-0.602927,0.39386,3
0.4558,-0.7441,-0.0957,-0.379952,-0.18912400000000001,0.905466,3
0.3937,-0.7648,-0.0875,0.502233,-0.079351,0.861084,3
0.4144,-0.7648,-0.0981,0.366184,-0.065208,0.9282549999999999,3
0.3937,-0.7855,-0.0879,0.47177700000000006,-0.046531,0.88049,3
0.3817,-1.3649,-0.9743,-0.506476,-0.650889,0.565531,3
0.3937,-1.3649,-0.9637,-0.46925200000000006,-0.6316689999999999,0.617088,3
0.4144,-0.7855,-0.0994,0.353555,-0.08911000000000001,0.93116,3
0.4351,-0.7648,-0.1021,-0.043114,-0.038471,0.9983290000000001,3
0.4699,-1.3442,-0.8501,-0.9390440000000001,-0.28636500000000004,0.190242,3
0.4733,-1.3442,-0.8294,-0.9101309999999999,-0.260766,0.321966,3
0.4699,-1.3235,-0.8294,-0.9467120000000001,-0.20527800000000002,0.248187,3
0.4672,-1.3235,-0.8501,-0.9280129999999999,-0.231855,0.291608,3
0.4558,-0.7648,-0.0966,-0.41755600000000004,-0.019947,0.908432,3
0.4351,-0.7855,-0.1037,-0.043588,-0.10510599999999999,0.993505,3
0.4558,-0.7855,-0.0967,-0.444312,-0.031451,0.8953200000000001,3
0.3929,-0.7234,-0.1466,-0.79578,0.020908000000000003,-0.605225,3
0.3937,-0.7125,-0.1466,-0.7853220000000001,0.06651699999999999,-0.615503,3
0.393,-0.7441,-0.1466,-0.7616689999999999,0.059869000000000006,-0.6451939999999999,3
0.3937,-0.7234,-0.1476,-0.7583449999999999,0.021246,-0.651507,3
0.4115,-0.7234,-0.1673,-0.7337779999999999,0.027868,-0.678818,3
0.3937,-0.7441,-0.1474,-0.756178,0.030594999999999997,-0.65365,3
0.4115,-0.7441,-0.1673,-0.742099,0.029358999999999996,-0.669647,3
0.3914,-0.7648,-0.1466,-0.72073,0.098398,-0.6861970000000001,3
0.3886,-0.7855,-0.1466,-0.637594,0.42892399999999997,-0.639921,3
0.3937,-0.7648,-0.1492,-0.7624479999999999,0.079091,-0.642197,3
-0.2063,-0.8098,0.0189,0.411313,-0.908375,0.075343,4
-0.2063,-0.8083,0.0396,0.45045799999999997,-0.83505,0.31587800000000005,4
-0.227,-0.8166,0.0189,0.372544,-0.9280149999999999,-0.00044100000000000004,4
-0.227,-0.8182,0.0396,0.377447,-0.872683,0.309772,4
0.4091,-0.7648,-0.1673,-0.7558560000000001,0.1053,-0.646215,3
0.3937,-0.7855,-0.1517,-0.668095,0.391308,-0.6328729999999999,3
0.4049,-0.7855,-0.1673,-0.769195,0.342414,-0.5395300000000001,3
-0.2063,-0.7648,0.0817,0.663234,-0.063916,0.745678,4
-0.2057,-0.7648,0.081,0.715641,-0.052525,0.6964899999999999,4
0.3189,-0.8062,-0.1053,-0.911518,0.37777,0.162556,3
0.3316,-0.789,-0.1053,-0.617524,0.785259,-0.04508,4
0.3158,-0.827,-0.1053,-0.844249,-0.038038,0.5345989999999999,4
0.3316,-0.827,-0.0887,-0.352286,-0.28177399999999997,0.892467,4
-0.1856,-0.7441,0.0653,0.45626099999999997,0.23288899999999998,0.85883,0
-0.1856,-0.7341,0.0603,0.34115999999999996,0.61541,0.710549,0
0.3237,-0.8062,-0.1259,-0.774732,0.622424,-0.111258,3
0.3316,-0.799,-0.1259,-0.503479,0.7791520000000001,-0.37340500000000004,3
-0.1735,-0.7441,0.0603,0.512571,0.16463699999999998,0.8427129999999999,0
0.3109,-0.827,-0.1259,-0.9984700000000001,0.0553,0.0,3
0.3109,-0.827,-0.1257,-0.9652930000000001,0.21211799999999997,0.152363,3
0.3109,-0.8268,-0.1259,-0.956775,0.26426900000000003,0.121425,3
-0.1856,-0.7234,0.0489,0.319893,0.726681,0.60795,0
-0.1856,-0.7165,0.0396,0.425229,0.77571,0.466321,0
-0.1734,-0.7234,0.0396,0.46007299999999995,0.721771,0.517088,0
0.4765,-1.3612,-0.8501,-0.8501850000000001,-0.49305,0.184629,3
0.4765,-1.3519,-0.8294,-0.8443639999999999,-0.441622,0.303348,3
0.3523,-0.827,-0.0846,-0.011495,-0.185609,0.982556,4
0.4792,-1.3649,-0.8501,-0.712331,-0.677608,0.18284,3
0.486,-1.3649,-0.8294,-0.739855,-0.612237,0.27889200000000003,3
0.373,-0.827,-0.0882,0.216031,-0.29938400000000004,0.9293540000000001,3
0.4626,-1.3442,-0.8708,-0.8535780000000001,-0.370598,0.366146,3
0.4569,-1.3235,-0.8708,-0.868259,-0.218442,0.445432,3
0.3523,-0.7892,-0.1259,-0.30995,0.807843,-0.501319,3
0.4754,-1.3649,-0.8708,-0.753033,-0.6267020000000001,0.200464,3
0.4765,-1.3649,-0.8646,-0.756664,-0.637165,0.146561,3
0.3169,-0.8477,-0.1053,-0.739294,-0.352457,0.573775,4
0.3316,-0.8477,-0.094,-0.382331,-0.348773,0.855676,4
0.3316,-0.8647,-0.1053,-0.397423,-0.565187,0.722924,4
0.3086,-0.8477,-0.1259,-0.988915,0.005828,0.148371,3
0.3109,-0.8477,-0.1182,-0.9402209999999999,-0.08807899999999999,0.328979,3
0.3109,-0.8568,-0.1259,-0.905483,-0.327019,0.27048,3
0.468,-1.3649,-0.8915,-0.671506,-0.601696,0.432482,3
0.3168,-0.8684,-0.1259,-0.787606,-0.489046,0.374848,3
0.3316,-0.8684,-0.1087,-0.453966,-0.587827,0.669608,4
0.3523,-0.8477,-0.0927,0.011116,-0.40496,0.914267,4
0.4558,-1.3716,-0.9122,-0.570004,-0.6118600000000001,0.5483819999999999,3
0.373,-0.8477,-0.0958,0.22150999999999998,-0.365399,0.9041110000000001,3
0.3109,-1.4435,-0.9329,0.17488599999999999,0.9817040000000001,0.07531,3
0.3109,-1.4448,-0.9122,0.170597,0.985208,0.016176,3
0.3429,-0.8684,-0.1053,-0.13986600000000002,-0.55962,0.816861,4
0.3523,-0.8684,-0.1042,-0.023765,-0.5265380000000001,0.8498190000000001,4
0.3316,-1.4476,-0.9302,0.198328,0.9796290000000001,0.031518,3
0.3316,-1.4474,-0.9329,0.200422,0.976358,0.080969,3
0.3296,-1.4476,-0.9122,0.139087,0.989641,-0.035573,3
0.373,-0.8674,-0.1053,0.184815,-0.419521,0.888733,3
0.3704,-0.8684,-0.1053,0.111723,-0.49422200000000005,0.8621270000000001,4
0.3109,-1.4411,-0.9536,0.185639,0.974218,0.12821,3
0.3316,-1.4455,-0.9536,0.23404299999999997,0.9682780000000001,0.087532,3
0.373,-0.8684,-0.1058,0.168776,-0.49191,0.854131,3
0.3325,-1.4476,-0.9329,0.257494,0.9626459999999999,0.083723,3
0.3316,-0.8062,-0.1399,-0.5476770000000001,0.735507,-0.398846,3
0.3109,-0.827,-0.1366,-0.8924780000000001,0.43883900000000003,-0.104421,3
0.3126,-0.827,-0.1466,-0.698092,0.661274,-0.274562,3
0.3316,-0.8098,-0.1466,-0.551071,0.74626,-0.373386,3
-0.165,-0.7441,0.055,0.610219,0.269341,0.745042,0
-0.165,-0.7285,0.0396,0.571721,0.693079,0.43906300000000004,0
0.3258,-0.827,-0.1673,-0.675999,0.582076,-0.451899,3
0.3316,-0.8222,-0.1673,-0.429291,0.7686149999999999,-0.474279,3
